Group,Code,Name,Year,Antigen,Antigen_description,Coverage_category,Coverage_category_description,Target_number,Doses,Coverage
COUNTRIES,PAK,Pakistan,2018,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,4437357.0,2051700,46.2
COUNTRIES,PAK,Pakistan,2018,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3827873.0,1778770,46.5
COUNTRIES,PAK,Pakistan,2018,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),1353420.0,777476,57.4
COUNTRIES,PAK,Pakistan,2018,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,1781709.0,829488,46.6
COUNTRIES,PAK,Pakistan,2018,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2631143.0,1357292,51.6
COUNTRIES,PAK,Pakistan,2018,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3496333.0,1542207,44.1
COUNTRIES,PAK,Pakistan,2018,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1562129.0,464556,29.7
COUNTRIES,PAK,Pakistan,2018,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,251447.0,77249,
COUNTRIES,PAK,Pakistan,2018,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),792210.0,418751,52.9
COUNTRIES,PAK,Pakistan,2018,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2893015.0,1447579,50.0
COUNTRIES,PAK,Pakistan,2018,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,275112,38.6
COUNTRIES,PAK,Pakistan,2018,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),534276.0,243648,45.6
COUNTRIES,PAK,Pakistan,2018,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1225801.0,537358,43.8
COUNTRIES,PAK,Pakistan,2018,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,611933.0,272597,44.5
COUNTRIES,PAK,Pakistan,2019,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),283889.0,173296,61.0
COUNTRIES,PAK,Pakistan,2019,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,1384233.0,702304,50.7
COUNTRIES,PAK,Pakistan,2019,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,272157.0,134724,49.5
COUNTRIES,PAK,Pakistan,2019,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),4254251.0,1842029,43.3
COUNTRIES,PAK,Pakistan,2019,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,2981057.0,957230,32.1
COUNTRIES,PAK,Pakistan,2019,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2827849.0,1394395,49.3
COUNTRIES,PAK,Pakistan,2019,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),104126.0,40213,38.6
COUNTRIES,PAK,Pakistan,2019,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4857157.0,1956869,40.3
COUNTRIES,PAK,Pakistan,2019,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1325206.0,708338,53.5
COUNTRIES,PAK,Pakistan,2019,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),1985193.0,959805,48.3
COUNTRIES,PAK,Pakistan,2019,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,2798515.0,1348005,48.2
COUNTRIES,PAK,Pakistan,2019,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3474157.0,1585060,45.6
COUNTRIES,PAK,Pakistan,2019,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),3777712.0,1410140,37.3
COUNTRIES,PAK,Pakistan,2019,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,1057469.0,479450,45.3
COUNTRIES,PAK,Pakistan,2019,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1273972.0,590905,46.4
COUNTRIES,PAK,Pakistan,2019,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4369619.0,2353783,53.9
COUNTRIES,PAK,Pakistan,2019,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1682437.0,906143,53.9
COUNTRIES,PAK,Pakistan,2019,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4547692.0,1924829,42.3
COUNTRIES,PAK,Pakistan,2019,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4874222.0,2306530,47.3
COUNTRIES,PAK,Pakistan,2019,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4595775.0,2450448,53.3
COUNTRIES,PAK,Pakistan,2019,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2461221.0,1259046,51.2
COUNTRIES,PAK,Pakistan,2019,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4884733.0,1911874,39.1
COUNTRIES,PAK,Pakistan,2019,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2661799.0,1308871,49.2
COUNTRIES,PAK,Pakistan,2019,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3826866.0,1645872,43.0
COUNTRIES,PAK,Pakistan,2020,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),663026.0,292728,44.2
COUNTRIES,PAK,Pakistan,2020,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,4197347.0,1792720,42.7
COUNTRIES,PAK,Pakistan,2020,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,529825.0,160025,30.2
COUNTRIES,PAK,Pakistan,2020,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),574889.0,233662,40.6
COUNTRIES,PAK,Pakistan,2020,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,389673.0,175722,45.1
COUNTRIES,PAK,Pakistan,2020,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1347406.0,582035,43.2
COUNTRIES,PAK,Pakistan,2020,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3798879.0,1883523,49.6
COUNTRIES,PAK,Pakistan,2020,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4402358.0,1837408,41.7
COUNTRIES,PAK,Pakistan,2020,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2951572.0,1444594,48.9
COUNTRIES,PAK,Pakistan,2020,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),992947.0,349379,35.2
COUNTRIES,PAK,Pakistan,2020,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,4787009.0,2338469,48.9
COUNTRIES,PAK,Pakistan,2020,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2092629.0,932664,44.6
COUNTRIES,PAK,Pakistan,2020,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),2213783.0,732184,33.1
COUNTRIES,PAK,Pakistan,2020,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,2517437.0,878073,34.9
COUNTRIES,PAK,Pakistan,2020,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,843927.0,394044,46.7
COUNTRIES,PAK,Pakistan,2020,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1722260.0,652391,37.9
COUNTRIES,PAK,Pakistan,2020,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2432808.0,1026341,42.2
COUNTRIES,PAK,Pakistan,2020,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2436149.0,998181,41.0
COUNTRIES,PAK,Pakistan,2020,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2051168.0,992174,48.4
COUNTRIES,PAK,Pakistan,2020,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1759132.0,892234,50.7
COUNTRIES,PAK,Pakistan,2020,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3303803.0,1537128,46.5
COUNTRIES,PAK,Pakistan,2020,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1463076.0,580012,39.6
COUNTRIES,PAK,Pakistan,2020,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3961703.0,1384774,35.0
COUNTRIES,PAK,Pakistan,2020,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,567772.0,242503,42.7
COUNTRIES,PAK,Pakistan,2021,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),1402124.0,434740,31.0
COUNTRIES,PAK,Pakistan,2021,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,2796426.0,1113894,39.8
COUNTRIES,PAK,Pakistan,2021,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3411305.0,1865747,54.7
COUNTRIES,PAK,Pakistan,2021,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),951853.0,348291,36.6
COUNTRIES,PAK,Pakistan,2021,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,1147603.0,595592,51.9
COUNTRIES,PAK,Pakistan,2021,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1930985.0,787245,40.8
COUNTRIES,PAK,Pakistan,2021,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2987608.0,1238258,41.4
COUNTRIES,PAK,Pakistan,2021,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3649304.0,1141370,31.3
COUNTRIES,PAK,Pakistan,2021,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2258937.0,769661,34.1
COUNTRIES,PAK,Pakistan,2021,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),,1026029,54.5
COUNTRIES,PAK,Pakistan,2021,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,2622780.0,1117949,42.6
COUNTRIES,PAK,Pakistan,2021,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3924718.0,2042491,52.0
COUNTRIES,PAK,Pakistan,2021,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),757886.0,438666,57.9
COUNTRIES,PAK,Pakistan,2021,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,4597890.0,2075394,45.1
COUNTRIES,PAK,Pakistan,2021,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4723511.0,2653258,56.2
COUNTRIES,PAK,Pakistan,2021,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4726302.0,2429531,51.4
COUNTRIES,PAK,Pakistan,2021,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,573463.0,224390,39.1
COUNTRIES,PAK,Pakistan,2021,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4284309.0,1875811,43.8
COUNTRIES,PAK,Pakistan,2021,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1947546.0,769103,39.5
COUNTRIES,PAK,Pakistan,2021,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2888737.0,1016347,35.2
COUNTRIES,PAK,Pakistan,2021,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,598562.0,235476,39.3
COUNTRIES,PAK,Pakistan,2021,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),976454.0,500063,51.2
COUNTRIES,PAK,Pakistan,2021,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2040583.0,907255,44.5
COUNTRIES,PAK,Pakistan,2021,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4662123.0,2268870,48.7
COUNTRIES,PAK,Pakistan,2022,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),4424148.0,1761221,39.8
COUNTRIES,PAK,Pakistan,2022,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,3230035.0,1632945,50.6
COUNTRIES,PAK,Pakistan,2022,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1098118.0,672715,61.3
COUNTRIES,PAK,Pakistan,2022,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),1029446.0,441534,42.9
COUNTRIES,PAK,Pakistan,2022,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,217695.0,109397,50.3
COUNTRIES,PAK,Pakistan,2022,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2511937.0,1065776,42.4
COUNTRIES,PAK,Pakistan,2022,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4154294.0,1795486,43.2
COUNTRIES,PAK,Pakistan,2022,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3014505.0,1226104,40.7
COUNTRIES,PAK,Pakistan,2022,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4704739.0,2031308,43.2
COUNTRIES,PAK,Pakistan,2022,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),3914030.0,2020212,51.6
COUNTRIES,PAK,Pakistan,2022,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,3229471.0,1356746,42.0
COUNTRIES,PAK,Pakistan,2022,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4366992.0,1490865,34.1
COUNTRIES,PAK,Pakistan,2022,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),641269.0,244211,38.1
COUNTRIES,PAK,Pakistan,2022,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,1619831.0,724248,44.7
COUNTRIES,PAK,Pakistan,2022,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4191371.0,1613917,38.5
COUNTRIES,PAK,Pakistan,2022,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4577692.0,1876601,41.0
COUNTRIES,PAK,Pakistan,2022,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2765639.0,1189112,43.0
COUNTRIES,PAK,Pakistan,2022,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2021978.0,1003117,49.6
COUNTRIES,PAK,Pakistan,2022,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2838415.0,1298171,45.7
COUNTRIES,PAK,Pakistan,2022,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1494471.0,643214,43.0
COUNTRIES,PAK,Pakistan,2022,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4565416.0,2173387,47.6
COUNTRIES,PAK,Pakistan,2022,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),295229.0,118662,40.2
COUNTRIES,PAK,Pakistan,2022,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4517325.0,2071549,45.9
COUNTRIES,PAK,Pakistan,2022,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2714292.0,1273254,46.9
COUNTRIES,PAK,Pakistan,2023,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),3119725.0,1578951,50.6
COUNTRIES,PAK,Pakistan,2023,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,2656702.0,1512677,56.9
COUNTRIES,PAK,Pakistan,2023,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,131586.0,53623,
COUNTRIES,PAK,Pakistan,2023,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),914218.0,418931,45.8
COUNTRIES,PAK,Pakistan,2023,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,3918255.0,1780345,45.4
COUNTRIES,PAK,Pakistan,2023,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4044700.0,1888131,46.7
COUNTRIES,PAK,Pakistan,2023,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2573186.0,1315586,51.1
COUNTRIES,PAK,Pakistan,2023,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2621924.0,1206753,46.0
COUNTRIES,PAK,Pakistan,2023,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1731599.0,881918,50.9
COUNTRIES,PAK,Pakistan,2023,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),2249273.0,1138913,
COUNTRIES,PAK,Pakistan,2023,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,905990.0,375687,41.5
COUNTRIES,PAK,Pakistan,2023,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2773171.0,1644569,59.3
COUNTRIES,PAK,Pakistan,2023,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),2739380.0,1241116,45.3
COUNTRIES,PAK,Pakistan,2023,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,3803674.0,1626091,42.8
COUNTRIES,PAK,Pakistan,2023,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4752508.0,2539276,53.4
COUNTRIES,PAK,Pakistan,2023,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4962699.0,2358893,47.5
COUNTRIES,PAK,Pakistan,2023,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,173949.0,90611,52.1
COUNTRIES,PAK,Pakistan,2023,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4370905.0,2331674,53.3
COUNTRIES,PAK,Pakistan,2023,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),203424.0,104876,51.6
COUNTRIES,PAK,Pakistan,2023,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,621272.0,299401,48.2
COUNTRIES,PAK,Pakistan,2023,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3746321.0,1928252,51.5
COUNTRIES,PAK,Pakistan,2023,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1649468.0,699873,42.4
COUNTRIES,PAK,Pakistan,2023,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2010522.0,1131513,56.3
COUNTRIES,PAK,Pakistan,2023,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2319989.0,1180138,50.9
COUNTRIES,ETH,Ethiopia,2010,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),3292229.0,3168145,96.2
COUNTRIES,ETH,Ethiopia,2010,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,3310237.0,3163079,95.6
COUNTRIES,ETH,Ethiopia,2010,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2810038.0,2810038,100.0
COUNTRIES,ETH,Ethiopia,2010,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),1882242.0,1604041,85.2
COUNTRIES,ETH,Ethiopia,2010,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,2748764.0,2589256,94.2
COUNTRIES,ETH,Ethiopia,2010,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4015219.0,3782569,94.2
COUNTRIES,ETH,Ethiopia,2010,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4301882.0,3643079,84.7
COUNTRIES,ETH,Ethiopia,2010,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1807199.0,1799661,99.6
COUNTRIES,ETH,Ethiopia,2010,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,429865.0,408666,95.1
COUNTRIES,ETH,Ethiopia,2010,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),3029886.0,3029886,100.0
COUNTRIES,ETH,Ethiopia,2010,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,2254020.0,2079033,92.2
COUNTRIES,ETH,Ethiopia,2010,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1040785.0,1027689,98.7
COUNTRIES,ETH,Ethiopia,2010,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),2282896.0,2213420,97.0
COUNTRIES,ETH,Ethiopia,2010,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,3204436.0,3026230,94.4
COUNTRIES,ETH,Ethiopia,2010,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4470995.0,4470995,100.0
COUNTRIES,ETH,Ethiopia,2010,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3678660.0,3154709,85.8
COUNTRIES,ETH,Ethiopia,2010,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4570925.0,4533225,99.2
COUNTRIES,ETH,Ethiopia,2010,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4686837.0,4610443,98.4
COUNTRIES,ETH,Ethiopia,2010,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4715397.0,4618021,97.9
COUNTRIES,ETH,Ethiopia,2010,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4190707.0,4190707,100.0
COUNTRIES,ETH,Ethiopia,2010,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3353614.0,3193151,95.2
COUNTRIES,ETH,Ethiopia,2010,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2478420.0,2320228,93.6
COUNTRIES,ETH,Ethiopia,2010,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,206327.0,206327,100.0
COUNTRIES,ETH,Ethiopia,2010,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4028649.0,3967708,98.5
COUNTRIES,ETH,Ethiopia,2011,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),1201133.0,1030739,85.8
COUNTRIES,ETH,Ethiopia,2011,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,1548168.0,1444236,93.3
COUNTRIES,ETH,Ethiopia,2011,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4438895.0,3701080,83.4
COUNTRIES,ETH,Ethiopia,2011,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),1591856.0,1490110,93.6
COUNTRIES,ETH,Ethiopia,2011,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,3875830.0,3228308,83.3
COUNTRIES,ETH,Ethiopia,2011,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1533791.0,1533791,100.0
COUNTRIES,ETH,Ethiopia,2011,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1027536.0,1027536,100.0
COUNTRIES,ETH,Ethiopia,2011,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4573828.0,4398418,96.2
COUNTRIES,ETH,Ethiopia,2011,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4515640.0,4515640,100.0
