Group,Code,Name,Year,Disease,Disease_description,Denominator,Incidence_rate
COUNTRIES,BRA,Brazil,2017,MEASLES,Measles,"per 100,000 population",0.0
COUNTRIES,BRA,Brazil,2017,POLIO,Poliomyelitis,"per 1,000 live births",17.14
COUNTRIES,BRA,Brazil,2017,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",15.38
COUNTRIES,BRA,Brazil,2017,DIPHTHERIA,Diphtheria,"per 1,000,000 population",20.84
COUNTRIES,BRA,Brazil,2017,TB,Tuberculosis,"per 100,000 population",14.24
COUNTRIES,BRA,Brazil,2017,HEPB,Hepatitis B,"per 100,000 population",12.07
COUNTRIES,BRA,Brazil,2018,MEASLES,Measles,"per 1,000,000 population",24.57
COUNTRIES,BRA,Brazil,2018,POLIO,Poliomyelitis,"per 1,000 live births",4.56
COUNTRIES,BRA,Brazil,2018,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",7.67
COUNTRIES,BRA,Brazil,2018,DIPHTHERIA,Diphtheria,"per 1,000 live births",11.26
COUNTRIES,BRA,Brazil,2018,TB,Tuberculosis,"per 1,000,000 population",16.03
COUNTRIES,BRA,Brazil,2018,HEPB,Hepatitis B,"per 1,000,000 population",0.0
COUNTRIES,BRA,Brazil,2019,MEASLES,Measles,"per 1,000 live births",14.92
COUNTRIES,BRA,Brazil,2019,POLIO,Poliomyelitis,"per 1,000 live births",13.27
COUNTRIES,BRA,Brazil,2019,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",5.96
COUNTRIES,BRA,Brazil,2019,DIPHTHERIA,Diphtheria,"per 1,000 live births",5.3
COUNTRIES,BRA,Brazil,2019,TB,Tuberculosis,"per 100,000 population",25.98
COUNTRIES,BRA,Brazil,2019,HEPB,Hepatitis B,"per 100,000 population",8.79
COUNTRIES,BRA,Brazil,2020,MEASLES,Measles,"per 1,000,000 population",9.58
COUNTRIES,BRA,Brazil,2020,POLIO,Poliomyelitis,"per 1,000 live births",20.09
COUNTRIES,BRA,Brazil,2020,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",8.89
COUNTRIES,BRA,Brazil,2020,DIPHTHERIA,Diphtheria,"per 100,000 population",10.13
COUNTRIES,BRA,Brazil,2020,TB,Tuberculosis,"per 1,000 live births",18.79
COUNTRIES,BRA,Brazil,2020,HEPB,Hepatitis B,"per 100,000 population",19.25
COUNTRIES,BRA,Brazil,2021,MEASLES,Measles,"per 100,000 population",14.69
COUNTRIES,BRA,Brazil,2021,POLIO,Poliomyelitis,"per 100,000 population",17.08
COUNTRIES,BRA,Brazil,2021,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",7.28
COUNTRIES,BRA,Brazil,2021,DIPHTHERIA,Diphtheria,"per 1,000,000 population",4.35
COUNTRIES,BRA,Brazil,2021,TB,Tuberculosis,"per 1,000,000 population",22.32
COUNTRIES,BRA,Brazil,2021,HEPB,Hepatitis B,"per 1,000,000 population",18.35
COUNTRIES,BRA,Brazil,2022,MEASLES,Measles,"per 1,000 live births",20.27
COUNTRIES,BRA,Brazil,2022,POLIO,Poliomyelitis,"per 100,000 population",13.51
COUNTRIES,BRA,Brazil,2022,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",12.15
COUNTRIES,BRA,Brazil,2022,DIPHTHERIA,Diphtheria,"per 100,000 population",16.08
COUNTRIES,BRA,Brazil,2022,TB,Tuberculosis,"per 1,000,000 population",24.45
COUNTRIES,BRA,Brazil,2022,HEPB,Hepatitis B,"per 100,000 population",0.0
COUNTRIES,BRA,Brazil,2023,MEASLES,Measles,"per 100,000 population",3.25
COUNTRIES,BRA,Brazil,2023,POLIO,Poliomyelitis,"per 1,000 live births",19.65
COUNTRIES,BRA,Brazil,2023,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",13.87
COUNTRIES,BRA,Brazil,2023,DIPHTHERIA,Diphtheria,"per 100,000 population",
COUNTRIES,BRA,Brazil,2023,TB,Tuberculosis,"per 1,000 live births",11.1
COUNTRIES,BRA,Brazil,2023,HEPB,Hepatitis B,"per 1,000,000 population",11.7
COUNTRIES,PAK,Pakistan,2010,MEASLES,Measles,"per 100,000 population",44.17
COUNTRIES,PAK,Pakistan,2010,POLIO,Poliomyelitis,"per 1,000 live births",57.09
COUNTRIES,PAK,Pakistan,2010,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",57.37
COUNTRIES,PAK,Pakistan,2010,DIPHTHERIA,Diphtheria,"per 1,000,000 population",38.04
COUNTRIES,PAK,Pakistan,2010,TB,Tuberculosis,"per 100,000 population",57.37
COUNTRIES,PAK,Pakistan,2010,HEPB,Hepatitis B,"per 1,000,000 population",46.02
COUNTRIES,PAK,Pakistan,2011,MEASLES,Measles,"per 1,000 live births",44.83
COUNTRIES,PAK,Pakistan,2011,POLIO,Poliomyelitis,"per 1,000,000 population",44.08
COUNTRIES,PAK,Pakistan,2011,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",49.38
COUNTRIES,PAK,Pakistan,2011,DIPHTHERIA,Diphtheria,"per 1,000,000 population",43.97
COUNTRIES,PAK,Pakistan,2011,TB,Tuberculosis,"per 1,000 live births",59.88
COUNTRIES,PAK,Pakistan,2011,HEPB,Hepatitis B,"per 1,000,000 population",66.97
COUNTRIES,PAK,Pakistan,2012,MEASLES,Measles,"per 1,000 live births",44.0
COUNTRIES,PAK,Pakistan,2012,POLIO,Poliomyelitis,"per 1,000 live births",57.08
COUNTRIES,PAK,Pakistan,2012,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",49.14
COUNTRIES,PAK,Pakistan,2012,DIPHTHERIA,Diphtheria,"per 100,000 population",46.41
COUNTRIES,PAK,Pakistan,2012,TB,Tuberculosis,"per 1,000,000 population",45.42
COUNTRIES,PAK,Pakistan,2012,HEPB,Hepatitis B,"per 1,000 live births",52.91
COUNTRIES,PAK,Pakistan,2013,MEASLES,Measles,"per 1,000,000 population",41.14
COUNTRIES,PAK,Pakistan,2013,POLIO,Poliomyelitis,"per 100,000 population",
COUNTRIES,PAK,Pakistan,2013,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",35.18
COUNTRIES,PAK,Pakistan,2013,DIPHTHERIA,Diphtheria,"per 1,000,000 population",56.85
COUNTRIES,PAK,Pakistan,2013,TB,Tuberculosis,"per 1,000 live births",45.35
COUNTRIES,PAK,Pakistan,2013,HEPB,Hepatitis B,"per 1,000 live births",45.57
COUNTRIES,PAK,Pakistan,2014,MEASLES,Measles,"per 100,000 population",40.82
COUNTRIES,PAK,Pakistan,2014,POLIO,Poliomyelitis,"per 100,000 population",46.85
COUNTRIES,PAK,Pakistan,2014,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",43.64
COUNTRIES,PAK,Pakistan,2014,DIPHTHERIA,Diphtheria,"per 1,000 live births",46.77
COUNTRIES,PAK,Pakistan,2014,TB,Tuberculosis,"per 1,000,000 population",40.93
COUNTRIES,PAK,Pakistan,2014,HEPB,Hepatitis B,"per 1,000,000 population",49.89
COUNTRIES,PAK,Pakistan,2015,MEASLES,Measles,"per 100,000 population",41.66
COUNTRIES,PAK,Pakistan,2015,POLIO,Poliomyelitis,"per 1,000,000 population",53.38
COUNTRIES,PAK,Pakistan,2015,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",33.73
COUNTRIES,PAK,Pakistan,2015,DIPHTHERIA,Diphtheria,"per 1,000,000 population",50.65
COUNTRIES,PAK,Pakistan,2015,TB,Tuberculosis,"per 1,000,000 population",48.1
COUNTRIES,PAK,Pakistan,2015,HEPB,Hepatitis B,"per 100,000 population",49.21
COUNTRIES,PAK,Pakistan,2016,MEASLES,Measles,"per 1,000,000 population",23.76
COUNTRIES,PAK,Pakistan,2016,POLIO,Poliomyelitis,"per 1,000,000 population",58.56
COUNTRIES,PAK,Pakistan,2016,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",34.53
COUNTRIES,PAK,Pakistan,2016,DIPHTHERIA,Diphtheria,"per 1,000,000 population",57.59
COUNTRIES,PAK,Pakistan,2016,TB,Tuberculosis,"per 1,000,000 population",246.8
COUNTRIES,PAK,Pakistan,2016,HEPB,Hepatitis B,"per 1,000,000 population",54.7
COUNTRIES,PAK,Pakistan,2017,MEASLES,Measles,"per 100,000 population",41.39
COUNTRIES,PAK,Pakistan,2017,POLIO,Poliomyelitis,"per 1,000,000 population",42.65
COUNTRIES,PAK,Pakistan,2017,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",53.25
COUNTRIES,PAK,Pakistan,2017,DIPHTHERIA,Diphtheria,"per 100,000 population",42.07
COUNTRIES,PAK,Pakistan,2017,TB,Tuberculosis,"per 1,000 live births",48.07
COUNTRIES,PAK,Pakistan,2017,HEPB,Hepatitis B,"per 100,000 population",47.56
COUNTRIES,PAK,Pakistan,2018,MEASLES,Measles,"per 1,000,000 population",57.66
COUNTRIES,PAK,Pakistan,2018,POLIO,Poliomyelitis,"per 100,000 population",33.57
COUNTRIES,PAK,Pakistan,2018,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",31.68
COUNTRIES,PAK,Pakistan,2018,DIPHTHERIA,Diphtheria,"per 1,000 live births",41.38
COUNTRIES,PAK,Pakistan,2018,TB,Tuberculosis,"per 1,000,000 population",49.68
COUNTRIES,PAK,Pakistan,2018,HEPB,Hepatitis B,"per 1,000 live births",49.19
COUNTRIES,PAK,Pakistan,2019,MEASLES,Measles,"per 1,000,000 population",48.06
COUNTRIES,PAK,Pakistan,2019,POLIO,Poliomyelitis,"per 100,000 population",33.27
COUNTRIES,PAK,Pakistan,2019,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",33.32
COUNTRIES,PAK,Pakistan,2019,DIPHTHERIA,Diphtheria,"per 1,000 live births",39.27
COUNTRIES,PAK,Pakistan,2019,TB,Tuberculosis,"per 100,000 population",46.79
COUNTRIES,PAK,Pakistan,2019,HEPB,Hepatitis B,"per 1,000 live births",37.98
COUNTRIES,PAK,Pakistan,2020,MEASLES,Measles,"per 1,000 live births",56.58
COUNTRIES,PAK,Pakistan,2020,POLIO,Poliomyelitis,"per 1,000 live births",26.79
COUNTRIES,PAK,Pakistan,2020,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",57.98
COUNTRIES,PAK,Pakistan,2020,DIPHTHERIA,Diphtheria,"per 1,000 live births",36.7
COUNTRIES,PAK,Pakistan,2020,TB,Tuberculosis,"per 1,000,000 population",
COUNTRIES,PAK,Pakistan,2020,HEPB,Hepatitis B,"per 100,000 population",
COUNTRIES,PAK,Pakistan,2021,MEASLES,Measles,"per 1,000 live births",35.13
COUNTRIES,PAK,Pakistan,2021,POLIO,Poliomyelitis,"per 100,000 population",
COUNTRIES,PAK,Pakistan,2021,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",60.96
COUNTRIES,PAK,Pakistan,2021,DIPHTHERIA,Diphtheria,"per 1,000 live births",51.73
COUNTRIES,PAK,Pakistan,2021,TB,Tuberculosis,"per 1,000,000 population",40.48
COUNTRIES,PAK,Pakistan,2021,HEPB,Hepatitis B,"per 1,000 live births",29.56
COUNTRIES,PAK,Pakistan,2022,MEASLES,Measles,"per 1,000 live births",43.62
COUNTRIES,PAK,Pakistan,2022,POLIO,Poliomyelitis,"per 1,000 live births",33.8
COUNTRIES,PAK,Pakistan,2022,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",38.2
COUNTRIES,PAK,Pakistan,2022,DIPHTHERIA,Diphtheria,"per 100,000 population",46.03
COUNTRIES,PAK,Pakistan,2022,TB,Tuberculosis,"per 1,000 live births",57.18
COUNTRIES,PAK,Pakistan,2022,HEPB,Hepatitis B,"per 1,000,000 population",43.31
COUNTRIES,PAK,Pakistan,2023,MEASLES,Measles,"per 1,000 live births",54.45
COUNTRIES,PAK,Pakistan,2023,POLIO,Poliomyelitis,"per 1,000,000 population",46.14
COUNTRIES,PAK,Pakistan,2023,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",46.07
COUNTRIES,PAK,Pakistan,2023,DIPHTHERIA,Diphtheria,"per 1,000 live births",47.5
COUNTRIES,PAK,Pakistan,2023,TB,Tuberculosis,"per 100,000 population",39.5
COUNTRIES,PAK,Pakistan,2023,HEPB,Hepatitis B,"per 100,000 population",28.17
COUNTRIES,ETH,Ethiopia,2010,MEASLES,Measles,"per 1,000 live births",8.0
COUNTRIES,ETH,Ethiopia,2010,POLIO,Poliomyelitis,"per 100,000 population",11.47
COUNTRIES,ETH,Ethiopia,2010,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",0.0
COUNTRIES,ETH,Ethiopia,2010,DIPHTHERIA,Diphtheria,"per 100,000 population",0.0
COUNTRIES,ETH,Ethiopia,2010,TB,Tuberculosis,"per 1,000,000 population",7.59
COUNTRIES,ETH,Ethiopia,2010,HEPB,Hepatitis B,"per 1,000,000 population",8.04
COUNTRIES,ETH,Ethiopia,2011,MEASLES,Measles,"per 100,000 population",2.89
COUNTRIES,ETH,Ethiopia,2011,POLIO,Poliomyelitis,"per 100,000 population",9.52
COUNTRIES,ETH,Ethiopia,2011,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",7.11
COUNTRIES,ETH,Ethiopia,2011,DIPHTHERIA,Diphtheria,"per 100,000 population",4.6
COUNTRIES,ETH,Ethiopia,2011,TB,Tuberculosis,"per 1,000 live births",2.25
COUNTRIES,ETH,Ethiopia,2011,HEPB,Hepatitis B,"per 100,000 population",0.0
COUNTRIES,ETH,Ethiopia,2012,MEASLES,Measles,"per 1,000,000 population",1.69
COUNTRIES,ETH,Ethiopia,2012,POLIO,Poliomyelitis,"per 1,000 live births",0.0
COUNTRIES,ETH,Ethiopia,2012,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",15.11
COUNTRIES,ETH,Ethiopia,2012,DIPHTHERIA,Diphtheria,"per 1,000 live births",3.74
COUNTRIES,ETH,Ethiopia,2012,TB,Tuberculosis,"per 1,000 live births",17.05
COUNTRIES,ETH,Ethiopia,2012,HEPB,Hepatitis B,"per 1,000,000 population",0.0
COUNTRIES,ETH,Ethiopia,2013,MEASLES,Measles,"per 1,000 live births",0.0
COUNTRIES,ETH,Ethiopia,2013,POLIO,Poliomyelitis,"per 1,000,000 population",10.19
COUNTRIES,ETH,Ethiopia,2013,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",9.46
COUNTRIES,ETH,Ethiopia,2013,DIPHTHERIA,Diphtheria,"per 1,000,000 population",0.0
COUNTRIES,ETH,Ethiopia,2013,TB,Tuberculosis,"per 1,000 live births",1.12
COUNTRIES,ETH,Ethiopia,2013,HEPB,Hepatitis B,"per 1,000 live births",5.47
COUNTRIES,ETH,Ethiopia,2014,MEASLES,Measles,"per 100,000 population",0.0
COUNTRIES,ETH,Ethiopia,2014,POLIO,Poliomyelitis,"per 100,000 population",1.44
COUNTRIES,ETH,Ethiopia,2014,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",
COUNTRIES,ETH,Ethiopia,2014,DIPHTHERIA,Diphtheria,"per 1,000 live births",0.0
COUNTRIES,ETH,Ethiopia,2014,TB,Tuberculosis,"per 1,000 live births",0.0
COUNTRIES,ETH,Ethiopia,2014,HEPB,Hepatitis B,"per 1,000,000 population",4.59
COUNTRIES,ETH,Ethiopia,2015,MEASLES,Measles,"per 1,000 live births",0.0
COUNTRIES,ETH,Ethiopia,2015,POLIO,Poliomyelitis,"per 1,000,000 population",3.29
COUNTRIES,ETH,Ethiopia,2015,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",3.4
COUNTRIES,ETH,Ethiopia,2015,DIPHTHERIA,Diphtheria,"per 100,000 population",0.0
COUNTRIES,ETH,Ethiopia,2015,TB,Tuberculosis,"per 100,000 population",0.0
COUNTRIES,ETH,Ethiopia,2015,HEPB,Hepatitis B,"per 1,000,000 population",0.0
COUNTRIES,ETH,Ethiopia,2016,MEASLES,Measles,"per 1,000 live births",14.93
COUNTRIES,ETH,Ethiopia,2016,POLIO,Poliomyelitis,"per 1,000,000 population",0.0
COUNTRIES,ETH,Ethiopia,2016,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",15.02
COUNTRIES,ETH,Ethiopia,2016,DIPHTHERIA,Diphtheria,"per 1,000,000 population",0.0
COUNTRIES,ETH,Ethiopia,2016,TB,Tuberculosis,"per 100,000 population",13.02
COUNTRIES,ETH,Ethiopia,2016,HEPB,Hepatitis B,"per 100,000 population",0.0
COUNTRIES,ETH,Ethiopia,2017,MEASLES,Measles,"per 1,000,000 population",0.0
COUNTRIES,ETH,Ethiopia,2017,POLIO,Poliomyelitis,"per 100,000 population",0.0
COUNTRIES,ETH,Ethiopia,2017,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",13.84
COUNTRIES,ETH,Ethiopia,2017,DIPHTHERIA,Diphtheria,"per 1,000,000 population",2.56
COUNTRIES,ETH,Ethiopia,2017,TB,Tuberculosis,"per 1,000,000 population",0.0
COUNTRIES,ETH,Ethiopia,2017,HEPB,Hepatitis B,"per 1,000,000 population",19.04
COUNTRIES,ETH,Ethiopia,2018,MEASLES,Measles,"per 1,000,000 population",12.49
COUNTRIES,ETH,Ethiopia,2018,POLIO,Poliomyelitis,"per 100,000 population",0.0
COUNTRIES,ETH,Ethiopia,2018,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",8.79
COUNTRIES,ETH,Ethiopia,2018,DIPHTHERIA,Diphtheria,"per 1,000,000 population",22.54
COUNTRIES,ETH,Ethiopia,2018,TB,Tuberculosis,"per 100,000 population",12.7
COUNTRIES,ETH,Ethiopia,2018,HEPB,Hepatitis B,"per 1,000 live births",0.0
COUNTRIES,ETH,Ethiopia,2019,MEASLES,Measles,"per 1,000 live births",0.0
COUNTRIES,ETH,Ethiopia,2019,POLIO,Poliomyelitis,"per 1,000,000 population",11.43
COUNTRIES,ETH,Ethiopia,2019,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",0.0
COUNTRIES,ETH,Ethiopia,2019,DIPHTHERIA,Diphtheria,"per 100,000 population",8.4
COUNTRIES,ETH,Ethiopia,2019,TB,Tuberculosis,"per 1,000 live births",4.92
COUNTRIES,ETH,Ethiopia,2019,HEPB,Hepatitis B,"per 100,000 population",0.0
COUNTRIES,ETH,Ethiopia,2020,MEASLES,Measles,"per 1,000,000 population",6.96
COUNTRIES,ETH,Ethiopia,2020,POLIO,Poliomyelitis,"per 1,000 live births",19.1
COUNTRIES,ETH,Ethiopia,2020,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",2.27
COUNTRIES,ETH,Ethiopia,2020,DIPHTHERIA,Diphtheria,"per 100,000 population",13.44
COUNTRIES,ETH,Ethiopia,2020,TB,Tuberculosis,"per 1,000 live births",11.63
COUNTRIES,ETH,Ethiopia,2020,HEPB,Hepatitis B,"per 1,000 live births",10.46
COUNTRIES,ETH,Ethiopia,2021,MEASLES,Measles,"per 100,000 population",0.0
COUNTRIES,ETH,Ethiopia,2021,POLIO,Poliomyelitis,"per 100,000 population",0.0
COUNTRIES,ETH,Ethiopia,2021,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",11.28
COUNTRIES,ETH,Ethiopia,2021,DIPHTHERIA,Diphtheria,"per 1,000,000 population",0.0
COUNTRIES,ETH,Ethiopia,2021,TB,Tuberculosis,"per 1,000 live births",0.0
COUNTRIES,ETH,Ethiopia,2021,HEPB,Hepatitis B,"per 100,000 population",0.64
COUNTRIES,ETH,Ethiopia,2022,MEASLES,Measles,"per 100,000 population",17.6
COUNTRIES,ETH,Ethiopia,2022,POLIO,Poliomyelitis,"per 100,000 population",0.0
COUNTRIES,ETH,Ethiopia,2022,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",0.0
COUNTRIES,ETH,Ethiopia,2022,DIPHTHERIA,Diphtheria,"per 1,000,000 population",4.07
COUNTRIES,ETH,Ethiopia,2022,TB,Tuberculosis,"per 1,000 live births",0.0
COUNTRIES,ETH,Ethiopia,2022,HEPB,Hepatitis B,"per 1,000 live births",
COUNTRIES,ETH,Ethiopia,2023,MEASLES,Measles,"per 1,000 live births",0.0
COUNTRIES,ETH,Ethiopia,2023,POLIO,Poliomyelitis,"per 1,000,000 population",5.43
COUNTRIES,ETH,Ethiopia,2023,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",3.04
COUNTRIES,ETH,Ethiopia,2023,DIPHTHERIA,Diphtheria,"per 1,000,000 population",5.89
COUNTRIES,ETH,Ethiopia,2023,TB,Tuberculosis,"per 1,000,000 population",3.17
COUNTRIES,ETH,Ethiopia,2023,HEPB,Hepatitis B,"per 100,000 population",8.42
COUNTRIES,BGD,Bangladesh,2010,MEASLES,Measles,"per 1,000,000 population",11.91
COUNTRIES,BGD,Bangladesh,2010,POLIO,Poliomyelitis,"per 1,000 live births",3.78
COUNTRIES,BGD,Bangladesh,2010,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",17.65
COUNTRIES,BGD,Bangladesh,2010,DIPHTHERIA,Diphtheria,"per 100,000 population",17.52
COUNTRIES,BGD,Bangladesh,2010,TB,Tuberculosis,"per 1,000 live births",9.16
COUNTRIES,BGD,Bangladesh,2010,HEPB,Hepatitis B,"per 100,000 population",17.61
COUNTRIES,BGD,Bangladesh,2011,MEASLES,Measles,"per 1,000 live births",14.55
COUNTRIES,BGD,Bangladesh,2011,POLIO,Poliomyelitis,"per 1,000 live births",15.55
COUNTRIES,BGD,Bangladesh,2011,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",11.15
COUNTRIES,BGD,Bangladesh,2011,DIPHTHERIA,Diphtheria,"per 1,000,000 population",13.39
COUNTRIES,BGD,Bangladesh,2011,TB,Tuberculosis,"per 1,000,000 population",13.98
COUNTRIES,BGD,Bangladesh,2011,HEPB,Hepatitis B,"per 1,000,000 population",18.98
COUNTRIES,BGD,Bangladesh,2012,MEASLES,Measles,"per 1,000,000 population",0.0
COUNTRIES,BGD,Bangladesh,2012,POLIO,Poliomyelitis,"per 1,000 live births",17.25
COUNTRIES,BGD,Bangladesh,2012,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",4.94
COUNTRIES,BGD,Bangladesh,2012,DIPHTHERIA,Diphtheria,"per 1,000 live births",13.25
COUNTRIES,BGD,Bangladesh,2012,TB,Tuberculosis,"per 1,000 live births",3.83
COUNTRIES,BGD,Bangladesh,2012,HEPB,Hepatitis B,"per 1,000,000 population",14.09
COUNTRIES,BGD,Bangladesh,2013,MEASLES,Measles,"per 1,000,000 population",24.79
COUNTRIES,BGD,Bangladesh,2013,POLIO,Poliomyelitis,"per 100,000 population",5.48
COUNTRIES,BGD,Bangladesh,2013,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",21.22
COUNTRIES,BGD,Bangladesh,2013,DIPHTHERIA,Diphtheria,"per 100,000 population",15.11
COUNTRIES,BGD,Bangladesh,2013,TB,Tuberculosis,"per 1,000 live births",8.36
COUNTRIES,BGD,Bangladesh,2013,HEPB,Hepatitis B,"per 1,000 live births",2.89
COUNTRIES,BGD,Bangladesh,2014,MEASLES,Measles,"per 1,000,000 population",15.38
COUNTRIES,BGD,Bangladesh,2014,POLIO,Poliomyelitis,"per 100,000 population",15.62
COUNTRIES,BGD,Bangladesh,2014,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",23.28
COUNTRIES,BGD,Bangladesh,2014,DIPHTHERIA,Diphtheria,"per 100,000 population",0.41
COUNTRIES,BGD,Bangladesh,2014,TB,Tuberculosis,"per 100,000 population",22.15
COUNTRIES,BGD,Bangladesh,2014,HEPB,Hepatitis B,"per 100,000 population",6.63
COUNTRIES,BGD,Bangladesh,2015,MEASLES,Measles,"per 1,000,000 population",6.87
COUNTRIES,BGD,Bangladesh,2015,POLIO,Poliomyelitis,"per 1,000 live births",7.5
COUNTRIES,BGD,Bangladesh,2015,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",1.45
COUNTRIES,BGD,Bangladesh,2015,DIPHTHERIA,Diphtheria,"per 1,000 live births",9.48
COUNTRIES,BGD,Bangladesh,2015,TB,Tuberculosis,"per 1,000,000 population",24.97
COUNTRIES,BGD,Bangladesh,2015,HEPB,Hepatitis B,"per 1,000 live births",3.21
COUNTRIES,BGD,Bangladesh,2016,MEASLES,Measles,"per 1,000,000 population",13.66
COUNTRIES,BGD,Bangladesh,2016,POLIO,Poliomyelitis,"per 1,000 live births",26.04
COUNTRIES,BGD,Bangladesh,2016,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",9.32
COUNTRIES,BGD,Bangladesh,2016,DIPHTHERIA,Diphtheria,"per 1,000 live births",0.0
COUNTRIES,BGD,Bangladesh,2016,TB,Tuberculosis,"per 100,000 population",11.24
COUNTRIES,BGD,Bangladesh,2016,HEPB,Hepatitis B,"per 100,000 population",21.23
COUNTRIES,BGD,Bangladesh,2017,MEASLES,Measles,"per 1,000,000 population",29.4
COUNTRIES,BGD,Bangladesh,2017,POLIO,Poliomyelitis,"per 1,000 live births",13.85
COUNTRIES,BGD,Bangladesh,2017,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",9.38
COUNTRIES,BGD,Bangladesh,2017,DIPHTHERIA,Diphtheria,"per 100,000 population",5.29
COUNTRIES,BGD,Bangladesh,2017,TB,Tuberculosis,"per 1,000 live births",6.49
COUNTRIES,BGD,Bangladesh,2017,HEPB,Hepatitis B,"per 1,000 live births",3.45
COUNTRIES,BGD,Bangladesh,2018,MEASLES,Measles,"per 100,000 population",15.19
COUNTRIES,BGD,Bangladesh,2018,POLIO,Poliomyelitis,"per 100,000 population",0.0
COUNTRIES,BGD,Bangladesh,2018,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",11.78
COUNTRIES,BGD,Bangladesh,2018,DIPHTHERIA,Diphtheria,"per 1,000 live births",10.41
COUNTRIES,BGD,Bangladesh,2018,TB,Tuberculosis,"per 1,000,000 population",5.78
COUNTRIES,BGD,Bangladesh,2018,HEPB,Hepatitis B,"per 1,000,000 population",17.95
COUNTRIES,BGD,Bangladesh,2019,MEASLES,Measles,"per 1,000 live births",8.64
COUNTRIES,BGD,Bangladesh,2019,POLIO,Poliomyelitis,"per 100,000 population",22.91
COUNTRIES,BGD,Bangladesh,2019,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",22.29
COUNTRIES,BGD,Bangladesh,2019,DIPHTHERIA,Diphtheria,"per 1,000,000 population",17.92
COUNTRIES,BGD,Bangladesh,2019,TB,Tuberculosis,"per 1,000 live births",7.95
COUNTRIES,BGD,Bangladesh,2019,HEPB,Hepatitis B,"per 1,000,000 population",6.77
COUNTRIES,BGD,Bangladesh,2020,MEASLES,Measles,"per 1,000 live births",13.2
COUNTRIES,BGD,Bangladesh,2020,POLIO,Poliomyelitis,"per 1,000,000 population",31.68
COUNTRIES,BGD,Bangladesh,2020,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",0.0
COUNTRIES,BGD,Bangladesh,2020,DIPHTHERIA,Diphtheria,"per 1,000 live births",12.55
COUNTRIES,BGD,Bangladesh,2020,TB,Tuberculosis,"per 1,000,000 population",11.3
COUNTRIES,BGD,Bangladesh,2020,HEPB,Hepatitis B,"per 1,000,000 population",10.33
COUNTRIES,BGD,Bangladesh,2021,MEASLES,Measles,"per 1,000,000 population",9.83
COUNTRIES,BGD,Bangladesh,2021,POLIO,Poliomyelitis,"per 1,000,000 population",9.89
COUNTRIES,BGD,Bangladesh,2021,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",0.47
COUNTRIES,BGD,Bangladesh,2021,DIPHTHERIA,Diphtheria,"per 1,000 live births",22.57
